Unnamed: 0,user_name,date,rating,review_text
129,sanggon lee,2년 전,3,주차장소 많아요. 물론 무료구요. 돗자리피고 않아서 놀기좋아요. 아이들은 자전거 인라인등 레저 활동하기 좋구요. 가족들과 나들이가기 좋은데 화장실을 제외한 편의 시설은 많이없어서 먹을것은 챙겨 가는게 좋을것같네요.
153,임용태,2년 전,4,"저는 사회인 야구를 해서 야구장만 이용합니다
야구장 관리수준이 높지는 않지만 타구장에 비해 (3시간 기준 평일 2만원, 주말 3만원) 가격도 싸고 부산 시내라 가까워서 좋습니다.
접근성과 가성비가 좋다는 뜻입니다."
170,만텐,2년 전,5,"허허벌판을 흙을 메꾸어 만든 대규모 프로젝트. 넓은 주차장과 다양한 섹션으로 길이가 화명동까지 이어진듯. 
날씨 풀리면 타동네 사람들이 더 많이 놀러온다는 후문."
178,2307김보근,2년 전,5,"삼락공원에는 원형 자전거 경기장인 ""벨로드롬""이 존재합니다. 연인또는 친구, 가족과의 자전거 시합 경쟁을 펼칠 수 있으며 근처에는 테니스장과 야구장 주차장, 캠핑장, 편의점, 화장실 등이 배치되어있어 운동하러오거나 나들이 하기 좋습니다.
 또한 국궁장, 축구장, 야구장, 오토캠핑장 등이 마련되어있어 다양한 스포츠를 즐길 수 있습니다."
219,진영최,2년 전,5,"주차장도 넓고 빌릴자전거도 많고 만약 고장난 자전거면 딴걸로 바꿔주고 딴것도 타기 좋고 막 돗자리 깔고 텐트쳐서 김밥같은거 싸와서 먹기도 좋음 주변에 과자,오뎅,음료수 같은 것도 팔아서 좋음 하지만 옛날엔 주민등록증같은거 내면 무료지만 이제 돈주고 타야됨 정말 그래도 좋은곳임"
256,eunju kang,2년 전,5,넓고 힐링되는공간입니다. 자전거타기엔 완전적합
260,김동휘,2년 전,4,"산책, 캠핑, 데이트, 해양레져 등 다양한 활동을 해 볼수있는 한적하고 넓은 공원입니다. 시설지도를 확인해서 여러가지 활동을 해보시길"
271,Young Kim,2년 전,5,"넓고 아름다우며 각종 편의시설이 잘 갖춰짐
접근성도 좋음
솔까 한강공원보다 나음"
273,Fred Lee,2년 전,4,"부지가 넓고 있을건 웬만하면 다 있는듯

공원안에 시계탑 쪽에 있는 편의점은 카드결제도 가능하고 좋음 

근데 좀만 더 공원처럼 정비하면 더 좋을듯

아직까지 공사가 진행되는 곳도 있고 17년부터인거 같은데 야외 수영장도 오픈하니 점점 더 볼거리가 많아지는 듯..

부지가 너무 넓어서 아직까지 발전 가능성이 커 보입니다.

자전거 타기에도 좋고 연날리는 사람, 사이클경기장, 요트, 오토캠핑장, 연꽃단지도 있었던 것 같고

아쉬운건 주차장은 군데군데 있지만 방문객이 너무 많아서 주차공간이 부족한 점과 진입로가 편도 1차로라서 방문객이 몰리면 너무 차가 밀려서 입장까지 시간이 오래걸립니다.

코스모스 철인 요즘은 특히나 주말에 사람이 많이 몰립니다"
275,sangmin lee,2년 전,3,도시를 벗어나 허허벌판 아무것도 없는곳이라 산책하기 좋았음. 날짜가 중요한지 모르겠으나 6월은 그냥 덥고 아무것도 없어서 그냥 그랬음.
