Unnamed: 0,user_name,date,rating,review_text
79,윤무석,2년 전,4,"가끔 한 번씩 들러는 곳입니다. 강변의 넓은 공간을 활용한 다채로운 프로그램이 만들어 지는 곳, 그냥 거니는 것 만으로도 마음의 조율을 가져다 주는 곳. 자연, 그대로도 좋지만 훼손을 최소화 하면서 인간의 손길로 어루만진 자연은 편리하면서 남녀노소 누구나 즐길 수 있는 장소로 탈바꿈한 것에 늘 감사하는 마음이드는 곳."
86,SKY WARP,2년 전,5,"부산도심에서  유일한 낙동강변의 상태 자연공원 입니다.
가을저녁 해지는 강변 갈대와 어을어진 색의 조화는 한폭의 그림 같습니다
특히 연인들의 데이트 코스로  좋으며,
자전거도 탈수 있고 특히 중간 중간 편의 시설이 잘 갖추어져  약4.9km 코스가 추억에 남을 것입니다."
101,Y ALIVE,2년 전,2,너저분함.유치함.장사꾼들의 간이 매대랑 식음료 판매차량들이 너무 많음.생태공원이 아니고 먹거리 장터 같음.유채꽃과 벤치.정자 이런 것만 있으면 좋을것 같고 가운데 높이 6미터 정도의 조망대 있으면 더 좋을듯.선진국형의  자연과 조화된 장소로 이미지 바꾸었으면. 이제 굶고 사는 사람 없지않나요? 먹고 마시는 것을  생태공원에서 까지 해야되나요.관할공무원님들. 마인드좀 바꾸세요.
124,DEV G,2년 전,5,의경들이 교통정리하며 신호등 지켜주어서 안전하고 좋았던 것 같습니다. 그네도 있어 커플들이 사진찍기 좋을것 같습니다. 나비와 꿀벌이 날아다니는게 너무 좋아서 나비 잡으려고 6번 시도해보았는데 못잡았습니다. 만약 저처럼 나비잡을 분들은 포기하세요.
154,조봉제,2년 전,4,유채꽃축제 마지막날 다녀왔다. 유채가 다른 곳에 비해 키가 커서 사진 찍기도 좋았고 유채밭 사이로 길을 만들어두어서 구경하기도 좋고 규모가 엄청 크서 아기자기한 멋은 적었지만 바로 옆에 늪지대 산책로가 있어서 두가지를 즐길수 있었다.
165,권경민,2년 전,5,"4월중순이 지나면  노란 유채꽃의 향연이펼쳐집니다.
유채꽃길 사이사이 걸으며 멋진 사잔을 찍을 수 있습니다.
구포대교밑의 노점이 조금 거슬립니다.
중간에 전체를 조망할 수 있는 관람대가 있으면, 위험을 감수하고 구포대교 오르지 않아도 될 듯 합니다."
185,Gyeongyun Nam,2년 전,5,유채꽃 축제 정말 너무 좋았습니다! 덕분에 이쁜 추억 만들고 가네요! 다음해에도 또 올거예요! 정말 좋아요!
217,나만봐라봐,2년 전,4,"12월 첫째날에 갔음  평일오후5시쯤 가니 사람이하나도 없었음  자전거대여소도있음
동절기는 5시까지운영 하절기는 6시까지임
혼자걷기운동하고  노을지는 모습이 참 아름다웠음
가운데쯤에 연못이있고  오리가 수십마리 삶
갈대가 있고 구석옆에는 대나무숲이 조성됐음
가을에 핑크뮬리있을때 갔으면 더좋았을것임"
225,Olive Gray,2년 전,5,"계절마다 아름다운 꽃들이 피는 곳입니다. 연인과 데이트하기 좋은 곳이며 사진찍기에 좋습니다.
봄-유채꽃 
여름-해바라기 
가을-코스모스 . 핑크뮬리 . 대나무"
228,송경희,2년 전,4,하트속으로 들어 가 보세요 각종박들이  주렁주렁 ᆢ그런데 섬뜩한 이 기분 뭐랄까  지렁이를 잡은것 같은 ᆢ하하  지렁이 박인가봅니다  해바라기가 예쁘게 피고 있어요 아침이 상쾌해 집니다
