Unnamed: 0,user_name,date,rating,review_text
20,서순용,1년 전,4,"수만평의 넓은 고수부지에 조성되어 있으며 봄에는 벚꽃과 유채,늦여름과 가을에는 메밀과 코스모스 해바라기 등을 볼 수 있습니다. 특히 낙동강제방을 따라 조성된 벚꽃길과 광할한 유채꽂밭의 아름다움을 동시기에 즐길수 있는 곳입니다. 지하철역이 인근에 있어 접근성 좋음."
25,굿보리오,1년 전,4,"해마다 봄이면 벚꽃과 유채꽃의.시작을 알리고 넓은 자연 풀밭이 친환경적이라 아이들과 함께방문하여 즐거운 놀이공간을.제공하는 곳입니다. 가족동반 피크닉장소로.최고이지요~
올해 벚꽃시즌에는.비바람이 없어서 벚꽃도 오랫동안볼수있고 유채꽃도 함께 피어서 좋습니다."
27,IL UK Jeon,1년 전,4,"대저는 근처 화명 삼락 맥도 보다 넓고 길게 쭉 뻗은 공항로 옆 뚝길 옆에 다가 및으로 내려가면 예전에 수십년전에 비닐 하우스 하던곳을 유체꽃 축제 하고 평상시 에는 그냥 허허 벌판으로 있어서 축제때 아니고는 사람들이 적는곳임 등구 지나서 맥도 쪽으로 올라가면 조깅인나 걷기 하는 사람들 좀 있음
사진속에 설명은 대저에는 다양한 자전거를 유로로 대여를 해주고 있으며 다음은 구포대교 위를 걷다가 및에 모습들임"
31,편현우,1년 전,4,"4월에 유채꽃 축제를 한다해서 대저생태공원을 들렸습니다. 넓은 생태공원전역에 유채꽃이 가득 뒤덮어서 정말 장관이 따로 없었습니다.
거기다 각종 행사나 길거리음식들도 팔고 축제느낌이 물씬 뭍어나는곳이라 너무나 좋았습니다
가을에는 핑크뮬리가 대저생태공원을 가득 매운다던데 가을에도 기대가 되네요^^
한번쯤은 꼭 축제나 혹은 조금 걷고싶은날
와보시는걸 추천드려요^^"
33,Kyungae Mun,1년 전,5,"4월중순 지나고 부산 놀러가서 어디갈까 고민하다가 축제가 끝난기간이었는데도 유채꽃이 아직 있다는 정보만 가지고 무작정 갔던 곳이에요.
도착하고나서 오길 정말 잘했다고 생각했어요!
넓게 트인 곳이 마음까지 트이는 그런곳이었어요!
이렇게 많은 유채꽃밭도 초음봤는데 정말 예뻤습니다"
34,Cho Windmark,1년 전,4,대저생태공원 과 그 주변에는 봄나들이 하기 좋은곳이다. 부산강서 낙동강30리벚꽃축제장과 매년 4월초 낙동강주변을 노랗게 물들이는 부산낙동강유채꽃축제 가 열리는 곳 으로 강서낙동강둑 벚꽃길 아래 대나무숲길이 조성되어 걷기도 좋다.
37,이덕재,1년 전,4,"넓고 탁트인 공간입니다. 주차공간이 많습니다. 유채꽃이나 핑크뮬리같이 계절마다 특색있는 식물을 기릅니다. 산책을 즐기기에도 좋습니다. 자전거를 대여해주는 곳이 있습니다. 캠핑, 운동, 드론 등 레저를 즐길 공간이 따로 마련되어있습니다."
40,C.W Lee,1년 전,4,"3월말에서 4월이면 벗꽃축제부터 토마토축제 유채꽃축제가 연이어 열리며 수많은 인파가 찾는곳이죠. 
주차공간은 많지만 워낙에 많은사람이 찾기 때문에 지하철을 이용하는게 더 편할수도 있어요.
자전거도 대여해서 탈수있고
생태공원 동쪽끝에 오토캠핑장 시설도 유료로 이용할수 있습니다."
41,김영록,1년 전,5,"벚꽃축제에 다녀왔습니다.
작년은 주말에 가서 그런지 주차때문에 불편했는데
올해는 평일에 갔더니 그런 불편은 없었네요.
안내요원분들이 곳곳에 배치되어 활동해 주셔서 질서가 잘 유지되는것 같았습니다.
여러체험부스가 있어서 아이들과 같이가면 유/무료로 만들기 등 여러가지 쳬험할 기회가 많습니다.
자전거 대여점도 있는데 아동 한시간3000원이라 부담없이 이용할수 있었습니다."
43,최환,1년 전,4,"유채꽃의  향기가  진동을  하고,  주차장은  넓고,  화장실도  잘갖춰져있는데,  주차장진입안내가  명확했으면합니다.  잘못진입하는  차량  여럿목격됩니다.  철따라  피는  꽃은  감동을  줍니다."
